,0
clock,94.2105
stickers,94.017
although,93.8035
slick,93.76249999999999
excelent,93.75
camping,93.699
thickness,93.643
moto,93.60549999999999
apps,93.3735
superb,93.185
iphone5,93.1265
combination,93.0265
includes,92.9665
headsets,92.92049999999999
retractable,92.812
2.1,92.6835
slot,92.4535
concrete,92.3035
abuse,92.21350000000001
accidentally,92.088
electronics,91.98899999999999
mp3,91.9215
considering,91.8565
test,91.51950000000001
luv,91.4265
girls,91.227
hold,90.93249999999999
comfortably,90.6845
controls,90.6515
eye,90.339
skin,90.3235
wipe,90.18100000000001
drive,90.123
prices,89.9235
neg_issue,89.39299999999999
via,89.18299999999999
cords,89.177
buttons,89.107
lay,88.8375
gorgeous,88.63300000000001
meets,88.536
neg_say,88.494
textured,88.4215
dash,88.3905
range,88.36449999999999
xx,88.3095
pick,87.99
friendly,87.903
fashionable,87.847
surprise,87.682
finger,87.6545
fold,87.651
ever,87.4915
gs3,87.248
clumsy,86.93900000000001
construction,86.657
raised,86.53150000000001
favorites,86.50150000000001
opinion,86.362
siii,86.3065
tricky,86.2985
saw,86.176
types,86.129
grandson,86.06
3gs,85.9815
rubbery,85.88650000000001
slight,85.79549999999999
tv,85.77799999999999
flawless,85.776
drawback,85.56349999999999
backpack,85.4875
replace,85.4665
notice,85.32549999999999
options,85.2
adjustable,84.80900000000001
relatively,84.7765
across,84.7355
mood,84.58949999999999
rubberized,84.4875
everybody,84.1645
emergency,84.1165
a+,84.0775
stuff,84.063
father,83.7085
feeling,83.691
pictured,83.4785
grab,83.3315
skinomi,83.316
cruzerlite,83.28800000000001
cellphone,83.21549999999999
bike,82.859
attach,82.805
6,82.6105
current,82.426
survived,82.265
firmly,82.23249999999999
gold,82.0825
anti,82.0635
similar,82.05499999999999
holder,82.027
including,81.7305
lights,81.512
adequate,81.44999999999999
exceeded,81.4075
designs,81.37599999999999
ipods,81.307
neg_lot,81.082
identical,80.9205
users,80.87750000000001
date,80.705
proof,80.66099999999999
key,80.6285
versatile,80.44399999999999
neg_slip,80.27199999999999
sweet,79.983
guys,79.711
neg_worries,79.681
usual,79.3715
plan,79.262
sparkle,79.02550000000001
tiny,78.546
service,78.508
lasting,78.318
2.1a,78.094
solution,77.84049999999999
lumia,77.8075
heavier,77.532
sparkly,77.405
voice,77.3265
single,77.32000000000001
mall,77.21900000000001
cash,77.0805
members,76.8145
against,76.7715
neg_slippery,76.70400000000001
crisp,76.614
mouse,76.5545
breeze,76.4925
takes,76.492
drives,76.475
bumps,76.4275
functionality,76.4255
level,76.4055
providing,76.1405
neg_interfere,76.12
summer,76.0865
stable,76.051
efficient,75.81049999999999
responsive,75.48
flat,75.364
wanting,75.3325
navigation,75.131
system,74.9895
qi,74.8865
active,74.8205
calls,74.4235
cousin,74.2925
concerned,74.23049999999999
hubby,74.199
definately,74.079
ton,73.9035
impressive,73.874
basic,73.85199999999999
neg_yet,73.8295
fair,73.8225
personal,73.767
taken,73.694
dock,73.506
world,73.4535
tape,73.41149999999999
hesitate,73.379
bb,73.3505
slides,73.31400000000001
built-in,73.14200000000001
fabulous,73.104
nokia,73.01599999999999
fingers,72.9875
version,72.9285
older,72.8385
mine,72.828
neg_protects,72.7835
fashion,72.574
thick,72.55449999999999
scratch,72.52
unbeatable,72.423
supplied,72.414
universal,72.33800000000001
magnetic,72.082
picked,72.0175
stereo,71.7965
neg_fall,71.7955
spares,71.551
beach,71.4395
review,71.4285
thumbs,71.3275
items,71.26650000000001
attention,71.25
appreciate,71.246
collection,71.16550000000001
accidental,71.146
texting,71.0585
windshield,70.9545
reach,70.91099999999999
function,70.61149999999999
shell,70.504
outfits,70.4195
equipment,70.1335
neg_heavy,69.9815
sim,69.963
smoothly,69.9615
grand,69.8945
cutest,69.83749999999999
peace,69.771
delivers,69.7175
dry,69.45
it..,69.3935
setup,69.2595
comments,69.0055
tons,68.96350000000001
factor,68.9045
yes,68.865
met,68.815
doubles,68.67599999999999
winner,68.61749999999999
outs,68.5635
player,68.314
boy,68.31200000000001
buying,68.2725
neg_complain,67.978
matching,67.898
viewing,67.788
stocking,67.6585
motorcycle,67.609
generation,67.55550000000001
solidly,67.512
ha,67.45700000000001
prompt,67.43050000000001
ideal,67.37750000000001
prefect,67.3495
tech,67.2085
improvement,67.03699999999999
stars,66.909
pro,66.78750000000001
another,66.7035
hybrid,66.639
allow,66.0815
slimmer,66.0155
alarm,65.888
nightstand,65.851
great..,65.79400000000001
slots,65.6425
pants,65.597
anybody,65.5745
greatest,65.48700000000001
removal,65.2495
detail,65.2365
damage,65.01599999999999
delivered,64.999
bunch,64.88850000000001
micro-usb,64.853
champ,64.84150000000001
mix,64.8095
getting,64.723
pricey,64.5025
verizon,64.458
awsome,64.4185
surfaces,64.3245
travels,64.274
neg_carry,64.133
reccommend,64.0125
sexy,63.998
mostly,63.939
1a,63.930499999999995
fiance,63.7535
zebra,63.5895
actually,63.5715
sons,63.4975
constructed,63.4185
pleasant,63.3975
neg_fingerprints,63.3745
tad,63.3365
solved,63.303000000000004
asks,63.174
accurate,63.0765
pc,63.003499999999995
n,62.955000000000005
indicator,62.912
cars,62.750499999999995
sets,62.7345
display,62.5485
interfere,62.54600000000001
whenever,62.4585
choices,62.4535
invisible,62.2595
ismooth,62.024
.),61.788500000000006
amps,61.674
rapid,61.643499999999996
fav,61.635999999999996
models,61.228500000000004
mainly,61.208000000000006
glossy,61.154500000000006
vacation,61.141
runs,61.064499999999995
powerpak,60.936
accident,60.863
game,60.779
keys,60.714
thrilled,60.705
pricing,60.587999999999994
concern,60.567
definite,60.4625
worrying,60.372
anti-glare,60.233000000000004
neg_thick,60.193999999999996
onto,60.046
beating,60.0315
remember,59.886500000000005
recharging,59.76
neg_hesitate,59.688
affect,59.655499999999996
quicker,59.643
debit,59.586000000000006
rock,59.498999999999995
powergen,59.437999999999995
estimated,59.339
wrist,59.222500000000004
console,59.222500000000004
rocks,59.1825
neg_purse,59.146499999999996
fingerprint,59.12
flexibility,58.893499999999996
personally,58.701499999999996
reminds,58.693999999999996
teenage,58.673
lanyard,58.6255
besides,58.540000000000006
desktop,58.394
atrix,58.385999999999996
previously,58.288
loud,58.2025
comfort,58.1905
scratching,58.1155
$20,57.849
kind,57.788999999999994
losing,57.7875
notch,57.762
evaluation,57.640499999999996
higher,57.589
briefcase,57.5255
brings,57.5185
class,57.432500000000005
special,57.404
form,57.319
hesitant,57.304
basis,57.29
shopping,57.256
sized,57.135999999999996
gripe,56.840500000000006
safely,56.8005
haha,56.7545
whatever,56.745000000000005
hotel,56.652499999999996
slipping,56.602000000000004
adjust,56.477
'll,56.4375
neg_great,56.430499999999995
wonders,56.390499999999996
husbands,56.315
environment,56.226
precise,56.1835
holders,56.135
fitted,56.099000000000004
i-phone,55.955000000000005
g,55.586000000000006
table,55.479
tangle,55.4705
smudges,55.4415
rich,55.3765
openings,55.337
shared,55.330999999999996
styluses,55.305
folds,55.2875
sooo,55.1725
eyes,55.1305
aux,55.0985
neg_glare,55.038
bang,54.717
bose,54.6775
syncs,54.571000000000005
wifes,54.4775
sometimes,54.457
given,54.392500000000005
wherever,54.2845
prints,54.2055
yay,54.141
bundle,54.1175
palm,54.109500000000004
owner,54.0525
safety,54.0385
words,53.9595
occasions,53.8455
pad,53.8235
enjoys,53.714
paired,53.6965
thinks,53.656
nano,53.653000000000006
changes,53.5965
intact,53.5595
ultra,53.513
shield,53.4935
tightly,53.4025
tested,53.3935
harder,53.296
lover,53.287
neg_fallen,53.195
cellphones,53.0425
neg_disappoint,53.018499999999996
rough,52.9205
radio,52.8955
lifetime,52.895
man,52.813500000000005
purchases,52.6795
served,52.646499999999996
pattern,52.634
microfiber,52.422000000000004
pairs,52.356500000000004
compliment,52.202
windows,51.9835
impact,51.945
worries,51.9425
2a,51.902
nicer,51.795
shade,51.7535
release,51.716
yr,51.674499999999995
typical,51.4925
elago,51.443999999999996
nephew,51.4405
horizontal,51.4255
3d,51.417
substantial,51.390499999999996
throughout,51.3615
iii,51.276
back-up,51.263999999999996
bulkier,51.25449999999999
cigarette,51.246
g2,51.089
appearance,50.9855
gameboy,50.9235
mint,50.8525
cameras,50.8515
ride,50.821999999999996
neg_happier,50.6905
recharges,50.6625
originally,50.5575
hugs,50.437999999999995
awhile,50.378
vehicles,50.0725
neg_regret,50.004
styli,49.948499999999996
security,49.924499999999995
retro,49.922000000000004
kid,49.8665
writes,49.842
conditions,49.822
sees,49.743500000000004
tips,49.714000000000006
thunderbolt,49.654
colored,49.6355
sparkles,49.616
superior,49.5465
confidence,49.522
baby,49.5205
920,49.458499999999994
keeper,49.445
tab,49.43
green,49.3615
heart,49.32
landscape,49.2655
weather,48.8545
allowing,48.794
chic,48.752500000000005
win,48.687000000000005
note:,48.6315
oxa,48.606
travelling,48.587
glows,48.575
neg_bad,48.461
gen,48.413
tangled,48.3525
screens,48.338499999999996
price..,48.212500000000006
ballistic,48.1535
trendy,48.0995
confident,48.080000000000005
installed,47.963
panel,47.9315
pool,47.802
adore,47.79
importantly,47.7825
view,47.718
modern,47.674
xmas,47.646499999999996
neg_pocket,47.554500000000004
sufficient,47.534
neg_bright,47.466
transparent,47.4535
bedside,47.278
bold,47.2635
parents,47.1785
gear,47.1685
web,47.1445
neg_still,47.1115
living,47.0905
distance,47.0285
children,46.938
smudge,46.87
brilliant,46.86
rooms,46.857
neg_lose,46.8295
glides,46.6465
teenager,46.622
snuggly,46.528
sizes,46.4835
headphone,46.4495
finding,46.433
neg_brainer,46.401
status,46.3345
guy,46.332
opposed,46.0655
regularly,46.062
razr,46.061499999999995
depending,46.038000000000004
interchangeable,45.853
college,45.784000000000006
neg_expensive,45.778999999999996
neg_outlet,45.7445
draw,45.6795
strongly,45.657000000000004
swivel,45.4985
neg_flimsy,45.465
strap,45.4585
spot,45.451
jealous,45.422
picky,45.318000000000005
whatsoever,45.26
cd,45.148500000000006
rides,45.084500000000006
plane,45.058
curve,45.0115
feminine,44.7365
coiled,44.630500000000005
owners,44.6145
skins,44.6055
(and,44.599
receiver,44.566500000000005
emergencies,44.528999999999996
speakerphone,44.525000000000006
waterproof,44.373
tempered,44.317
applying,44.2575
well-made,44.248
compare,44.2295
frequently,44.202999999999996
minnie,44.168499999999995
downfall,44.034499999999994
definetly,44.0315
mode,43.794000000000004
boost,43.7845
rain,43.76
member,43.684000000000005
sticks,43.683
transfer,43.6455
torch,43.6325
companion,43.599
neg_leave,43.5375
thinner,43.527
powered,43.5195
l,43.5045
plays,43.4665
protection/price,43.4105
operate,43.386
rarely,43.3695
teen,43.359
women,43.327999999999996
jelly,43.324
muy,43.2515
unobtrusive,43.2365
neg_extra,43.234500000000004
questions,43.213
speedy,43.19
totally,43.175
5/5,43.121500000000005
remaining,43.109
retail,43.081
pod,43.061499999999995
situations,42.965
installs,42.876000000000005
comment,42.8435
laser,42.827
proven,42.658500000000004
extension,42.6475
performed,42.643
budget,42.625499999999995
s2,42.574
operation,42.566
pair,42.523
exceptional,42.287499999999994
stylist,42.181
v,42.172000000000004
defiantly,42.1645
coolest,42.122
hesitation,42.080999999999996
armorsuit,42.045
cradle,42.0165
vertical,41.9675
soo,41.955499999999994
weekend,41.946
3m,41.8765
nicest,41.833999999999996
ensure,41.833
neg_wall,41.827
digital,41.817
ladies,41.756
removable,41.7155
neg_super,41.6875
lined,41.675000000000004
infidelity,41.6575
hhh,41.6575
gigi,41.6575
puttightnon,41.6575
caseflexibleeasy,41.6575
rgirgt,41.6575
wraps,41.624
wifi,41.5185
folding,41.4955
got,41.468500000000006
teenagers,41.4305
shiny,41.4095
books,41.379
multi,41.339
automatically,41.3245
riceverlo,41.307
nel,41.307
simpatico,41.307
chatge,41.307
media,41.286
clothes,41.272
incase,41.224999999999994
co-worker,41.133500000000005
minimalist,41.1245
soooo,41.079
gdsagsoasa,41.0735
utile,41.0735
bellisssimo,41.0735
nela,41.0735
prchased,41.0735
originale,41.0735
ulocked,41.0735
particolari,41.0735
cons,41.0385
tooth,41.033
em,41.020500000000006
attract,40.952000000000005
boss,40.939
bedroom,40.922999999999995
es,40.921
plate,40.92
greatthank,40.9065
pupose,40.9065
say--protects,40.9065
upclose,40.9065
cablestoo,40.9065
sssss,40.9065
mid-case,40.9065
purchasedit,40.9065
sssssssssssss,40.9065
refb,40.9065
problemgreat,40.9065
(pointless),40.9065
alread,40.9065
co,40.883500000000005
reduce,40.8405
bpought,40.7815
neg_$30..,40.7815
job_,40.7815
ex-boyfriend,40.7815
roadquality,40.7815
oringal,40.7815
thang,40.7815
manufacturer..,40.7815
neg_complanitsuse,40.7815
low/poor,40.7815
lightgood,40.7815
xbmc,40.7815
daycons:,40.7815
devicethank,40.7815
sirsvdgs4bkbk,40.7815
neg_phone/or,40.7815
protectbut,40.7815
kiddish,40.7815
wooh,40.7815
happems,40.7815
loosey-goosey,40.7815
(y),40.7815
neg_musicyou,40.7815
sistershe,40.7815
cgarger,40.7815
neg_workss,40.7815
neg_cuality,40.7815
notes,40.742000000000004
airport,40.7065
happ,40.684000000000005
w/e,40.684000000000005
flexiable,40.684000000000005
complints,40.684000000000005
perfectconsremoves,40.684000000000005
mint..,40.684000000000005
anti-starch,40.684000000000005
fdsafdsa,40.684000000000005
refunddid,40.684000000000005
coocoo,40.684000000000005
shitting,40.684000000000005
neg_saddened,40.684000000000005
chanels,40.684000000000005
usevery,40.684000000000005
silber,40.684000000000005
batterythank,40.684000000000005
thry,40.684000000000005
cahrger,40.684000000000005
cvv,40.684000000000005
downlooad,40.684000000000005
simpatica,40.684000000000005
missplaced,40.684000000000005
pricethank,40.684000000000005
princessyou,40.684000000000005
puurrrfect,40.684000000000005
stretchs,40.684000000000005
neg_happpy,40.684000000000005
prospricebuildcolorfitment,40.684000000000005
aot,40.684000000000005
skiny,40.684000000000005
phone/works,40.684000000000005
servals,40.684000000000005
husbandnice,40.684000000000005
inconsistentoverall,40.684000000000005
perct,40.684000000000005
like/needed,40.684000000000005
othre,40.684000000000005
winnie,40.684000000000005
nook/phone,40.684000000000005
satisfiied,40.684000000000005
stillkeep,40.684000000000005
materiali,40.684000000000005
naughtiness,40.684000000000005
neg_abuser,40.684000000000005
fallll,40.684000000000005
kindda,40.684000000000005
inforcement,40.684000000000005
clear/silver,40.684000000000005
chargewe,40.684000000000005
neg_defectivestylus,40.684000000000005
neg_temper,40.684000000000005
neg_bulkie,40.684000000000005
perfectcheck,40.684000000000005
bolto,40.684000000000005
late..,40.684000000000005
rhinestones..,40.684000000000005
imagation,40.684000000000005
allthank,40.684000000000005
it-amanda,40.684000000000005
lengtheasy,40.684000000000005
suckish,40.684000000000005
itas,40.684000000000005
satasfied,40.684000000000005
chio,40.684000000000005
itjust,40.684000000000005
snap/breakable,40.684000000000005
($4),40.684000000000005
lota,40.684000000000005
can'e,40.684000000000005
feet,40.6405
capicitive,40.606
cutethat,40.606
neg_reall,40.606
casesones,40.606
auxiliarr,40.606
neg_satay,40.606
plugs--one,40.606
❤️💛💜💙💚,40.606
glovepretty,40.606
lovesthe,40.606
(cellular,40.606
themoment,40.606
outenjoy[,40.606
wallett,40.606
partydeff,40.606
gooooood,40.606
heared,40.606
looksexcellent,40.606
granddaugher,40.606
neg_whatsoever..,40.606
neg_things..,40.606
neg_goodcity,40.606
earlyprotects,40.606
ussue,40.606
constructor,40.606
boys),40.606
casesolidstrongbuilt,40.606
cutewill,40.606
coolbut,40.606
jazziness,40.606
ac-to-5-volt,40.606
proyected,40.606
devicepros,40.606
woooo,40.606
unitll,40.606
justwhat,40.606
cutegot,40.606
somethime,40.606
vasaline,40.606
